ticket_id,customer_tier,raw_text,actual_category,detected_category,sentiment_score,priority
REQ-5742,SMB,Data is not syncing between the mobile app and the web dashboard.,Technical Bug,PR Risk,1,CRITICAL
REQ-5743,Mid-Market,How do I export my data to a CSV? I cannot find the button. This is our third time contacting support about this.,Product Question,Product Question,3,Normal
REQ-5744,Enterprise,New team member has not received the invitation email after 24 hours.,Access Issue,Access Issue,2,Medium
REQ-5745,SMB,Your service caused us to miss a client deadline. We are seeking damages.,PR Risk,PR Risk,1,CRITICAL
REQ-5746,Mid-Market,We have a budget approval for an annual contract. What are the next steps? ASAP please.,Sales,Sales,3,High
REQ-5747,Enterprise,We have a budget approval for an annual contract. What are the next steps? This is our third time contacting support about this.,Sales,Sales,3,High
REQ-5748,Enterprise,We want to add 50 more seats to our current plan. Who should I talk to?,Sales,Sales,3,High
REQ-5749,SMB,We want to add 50 more seats to our current plan. Who should I talk to? Our entire team is affected.,Sales,Sales,3,High
REQ-5750,Mid-Market,New team member has not received the invitation email after 24 hours. ASAP please.,Access Issue,Access Issue,2,Medium
REQ-5751,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote. This is urgent.,Sales,Sales,3,High
REQ-5752,Mid-Market,New team member has not received the invitation email after 24 hours. Our entire team is affected.,Access Issue,Access Issue,2,Medium
REQ-5753,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down.,Technical Bug,Technical Bug,2,High
REQ-5754,Mid-Market,Three of our team members have stopped using the platform entirely.,Churn Risk,Churn Risk,2,High
REQ-5755,Mid-Market,New team member has not received the invitation email after 24 hours. Our entire team is affected.,Access Issue,Access Issue,2,Medium
REQ-5756,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down. We need this resolved today.,Technical Bug,Technical Bug,2,High
REQ-5757,SMB,The app crashed again while I was mid-presentation. Infuriating. This is blocking our team.,Technical Bug,Technical Bug,2,High
REQ-5758,Mid-Market,My CEO is cc'd on this email. We need an executive response today.,PR Risk,PR Risk,1,CRITICAL
REQ-5759,Mid-Market,We have a budget approval for an annual contract. What are the next steps?,Sales,Sales,3,High
REQ-5760,SMB,Our legal team is reviewing our contract due to this ongoing service outage. We need this resolved today.,PR Risk,PR Risk,1,CRITICAL
REQ-5761,SMB,We have documented every outage and are preparing a case against your SLA.,PR Risk,General,3,Normal
REQ-5762,SMB,Your onboarding specialist went above and beyond for our team.,Praise,Praise,5,Normal
REQ-5763,SMB,I am posting a public review about this experience unless resolved today. Our entire team is affected.,PR Risk,PR Risk,1,CRITICAL
REQ-5764,Mid-Market,New team member has not received the invitation email after 24 hours. We need this resolved today.,Access Issue,Access Issue,2,Medium
REQ-5765,Mid-Market,This is the third billing error this quarter. I am escalating to my board. ASAP please.,PR Risk,PR Risk,1,CRITICAL
REQ-5766,Mid-Market,Our contract is up in 60 days and we are not sure we will renew. We need this resolved today.,Churn Risk,PR Risk,1,CRITICAL
REQ-5767,Mid-Market,Just wanted to say the support team is doing a phenomenal job. This is our third time contacting support about this.,Praise,Praise,5,Normal
REQ-5768,SMB,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. We need this resolved today.,Churn Risk,Churn Risk,2,High
REQ-5769,SMB,The app crashed again while I was mid-presentation. Infuriating.,Technical Bug,Technical Bug,2,High
REQ-5770,SMB,Three of our team members have stopped using the platform entirely. This is blocking our team.,Churn Risk,Churn Risk,2,High
REQ-5771,Mid-Market,The new dashboard update is exactly what we asked for. Thank you. ASAP please.,Praise,Praise,5,Normal
REQ-5772,Mid-Market,How do I export my data to a CSV? I cannot find the button.,Product Question,Product Question,3,Normal
REQ-5773,Mid-Market,We are ready to move from the Free plan to Enterprise. Please send a quote. Our entire team is affected.,Sales,Sales,3,High
REQ-5774,SMB,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. Our entire team is affected.,Churn Risk,Churn Risk,2,High
REQ-5775,SMB,Three of our team members have stopped using the platform entirely. Our entire team is affected.,Churn Risk,Churn Risk,2,High
REQ-5776,SMB,New team member has not received the invitation email after 24 hours.,Access Issue,Access Issue,2,Medium
REQ-5777,Enterprise,Webhook events stopped firing three hours ago. Our automation is down. This is blocking our team.,Technical Bug,Technical Bug,2,High
REQ-5778,Enterprise,The app crashed again while I was mid-presentation. Infuriating.,Technical Bug,Technical Bug,2,High
REQ-5779,Enterprise,Two-factor authentication is failing for three members of my team. Our entire team is affected.,Access Issue,Technical Bug,3,Medium
REQ-5780,SMB,Two-factor authentication is failing for three members of my team.,Access Issue,Technical Bug,3,Medium
REQ-5781,SMB,The search function returns incorrect results for any query with special characters. This is blocking our team.,Technical Bug,Technical Bug,3,Medium
REQ-5782,Enterprise,I will be filing a formal complaint with the regulator if this is not addressed.,PR Risk,PR Risk,1,CRITICAL
REQ-5783,Mid-Market,I will be filing a formal complaint with the regulator if this is not addressed.,PR Risk,PR Risk,1,CRITICAL
REQ-5784,SMB,SSO login is broken for our entire organization since the last update.,Technical Bug,Technical Bug,2,High
REQ-5785,SMB,Your onboarding specialist went above and beyond for our team.,Praise,Praise,5,Normal
REQ-5786,Mid-Market,Your service caused us to miss a client deadline. We are seeking damages. We need this resolved today.,PR Risk,PR Risk,1,CRITICAL
REQ-5787,SMB,The new dashboard update is exactly what we asked for. Thank you.,Praise,Praise,5,Normal
REQ-5788,SMB,Data is not syncing between the mobile app and the web dashboard. This is our third time contacting support about this.,Technical Bug,PR Risk,1,CRITICAL
REQ-5789,Enterprise,Refunding this now or I am taking this to social media. Charged twice! We need this resolved today.,PR Risk,PR Risk,1,CRITICAL
REQ-5790,Enterprise,My CEO is cc'd on this email. We need an executive response today.,PR Risk,PR Risk,1,CRITICAL
REQ-5791,SMB,Your onboarding specialist went above and beyond for our team. We need this resolved today.,Praise,Praise,5,Normal
REQ-5792,SMB,The search function returns incorrect results for any query with special characters.,Technical Bug,Technical Bug,3,Medium
REQ-5793,Mid-Market,Our contract is up in 60 days and we are not sure we will renew. Our entire team is affected.,Churn Risk,PR Risk,1,CRITICAL
REQ-5794,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote. This is blocking our team.,Sales,Sales,3,High
REQ-5795,Mid-Market,The password reset link expired before I could use it. Please resend.,Access Issue,Access Issue,2,Medium
REQ-5796,Enterprise,Can I schedule automated reports to be sent to my team every Monday? This is our third time contacting support about this.,Product Question,Product Question,3,Normal
REQ-5797,SMB,Is there a discount available for non-profit organizations? This is our third time contacting support about this.,Sales,Sales,3,High
REQ-5798,Mid-Market,Just wanted to say the support team is doing a phenomenal job. We need this resolved today.,Praise,Praise,5,Normal
REQ-5799,Mid-Market,Our legal team is reviewing our contract due to this ongoing service outage. This is blocking our team.,PR Risk,PR Risk,1,CRITICAL
REQ-5800,Mid-Market,The new dashboard update is exactly what we asked for. Thank you.,Praise,Praise,5,Normal
REQ-5801,SMB,Our contract is up in 60 days and we are not sure we will renew. ASAP please.,Churn Risk,PR Risk,1,CRITICAL
REQ-5802,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down. Our entire team is affected.,Technical Bug,Technical Bug,2,High
REQ-5803,Mid-Market,The search function returns incorrect results for any query with special characters.,Technical Bug,Technical Bug,3,Medium
REQ-5804,Mid-Market,Executive sponsor has left the company and the new one is re-evaluating all tools. This is blocking our team.,Churn Risk,Churn Risk,2,High
REQ-5805,Mid-Market,What is the maximum file size for document uploads?,Product Question,Product Question,3,Normal
REQ-5806,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote. ASAP please.,Sales,Sales,3,High
REQ-5807,SMB,New team member has not received the invitation email after 24 hours.,Access Issue,Access Issue,2,Medium
REQ-5808,Mid-Market,New team member has not received the invitation email after 24 hours.,Access Issue,Access Issue,2,Medium
REQ-5809,Mid-Market,Your service caused us to miss a client deadline. We are seeking damages.,PR Risk,PR Risk,1,CRITICAL
REQ-5810,Enterprise,We have a budget approval for an annual contract. What are the next steps? ASAP please.,Sales,Sales,3,High
REQ-5811,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down. This is urgent.,Technical Bug,Technical Bug,2,High
REQ-5812,Mid-Market,Refunding this now or I am taking this to social media. Charged twice! We need this resolved today.,PR Risk,PR Risk,1,CRITICAL
REQ-5813,Mid-Market,Is there a discount available for non-profit organizations?,Sales,Sales,3,High
REQ-5814,Mid-Market,Fastest support response I have ever received from any SaaS vendor.,Praise,Praise,5,Normal
REQ-5815,Mid-Market,Our legal team is reviewing our contract due to this ongoing service outage.,PR Risk,PR Risk,1,CRITICAL
REQ-5816,SMB,We have a budget approval for an annual contract. What are the next steps?,Sales,Sales,3,High
REQ-5817,Enterprise,We are evaluating other vendors. Your pricing has become hard to justify.,Churn Risk,Churn Risk,2,High
REQ-5818,Mid-Market,Our legal team is reviewing our contract due to this ongoing service outage.,PR Risk,PR Risk,1,CRITICAL
REQ-5819,SMB,How do I export my data to a CSV? I cannot find the button. ASAP please.,Product Question,Product Question,3,Normal
REQ-5820,SMB,We have documented every outage and are preparing a case against your SLA.,PR Risk,General,3,Normal
REQ-5821,Mid-Market,SSO login is broken for our entire organization since the last update.,Technical Bug,Technical Bug,2,High
REQ-5822,Mid-Market,We are ready to move from the Free plan to Enterprise. Please send a quote. This is blocking our team.,Sales,Sales,3,High
REQ-5823,Enterprise,I will be filing a formal complaint with the regulator if this is not addressed. This is our third time contacting support about this.,PR Risk,PR Risk,1,CRITICAL
REQ-5824,SMB,Does the platform support SAML-based SSO with Okta?,Product Question,Technical Bug,3,Medium
REQ-5825,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down. This is blocking our team.,Technical Bug,Technical Bug,2,High
REQ-5826,SMB,I will be filing a formal complaint with the regulator if this is not addressed.,PR Risk,PR Risk,1,CRITICAL
REQ-5827,Mid-Market,We want to add 50 more seats to our current plan. Who should I talk to? Our entire team is affected.,Sales,Sales,3,High
REQ-5828,Mid-Market,This is the third billing error this quarter. I am escalating to my board.,PR Risk,PR Risk,1,CRITICAL
REQ-5829,Enterprise,I will be filing a formal complaint with the regulator if this is not addressed.,PR Risk,PR Risk,1,CRITICAL
REQ-5830,Enterprise,Executive sponsor has left the company and the new one is re-evaluating all tools.,Churn Risk,Churn Risk,2,High
REQ-5831,Enterprise,We have documented every outage and are preparing a case against your SLA.,PR Risk,General,3,Normal
REQ-5832,Enterprise,Webhook events stopped firing three hours ago. Our automation is down. We need this resolved today.,Technical Bug,Technical Bug,2,High
REQ-5833,SMB,Just wanted to say the support team is doing a phenomenal job.,Praise,Praise,5,Normal
REQ-5834,Enterprise,Your service caused us to miss a client deadline. We are seeking damages. This is blocking our team.,PR Risk,PR Risk,1,CRITICAL
REQ-5835,SMB,Just wanted to say the support team is doing a phenomenal job.,Praise,Praise,5,Normal
REQ-5836,Enterprise,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped.,Churn Risk,Churn Risk,2,High
REQ-5837,Mid-Market,The new dashboard update is exactly what we asked for. Thank you. ASAP please.,Praise,Praise,5,Normal
REQ-5838,SMB,Can you walk us through the Enterprise security and compliance features? This is urgent.,Sales,Sales,3,High
REQ-5839,Mid-Market,Just wanted to say the support team is doing a phenomenal job. We need this resolved today.,Praise,Praise,5,Normal
REQ-5840,SMB,We want to add 50 more seats to our current plan. Who should I talk to?,Sales,Sales,3,High
REQ-5841,Mid-Market,I think I found a security vulnerability in your login portal. This is urgent.,Technical Bug,Technical Bug,3,Medium
REQ-5842,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote.,Sales,Sales,3,High
REQ-5843,SMB,Webhook events stopped firing three hours ago. Our automation is down. This is urgent.,Technical Bug,Technical Bug,2,High
REQ-5844,SMB,Fastest support response I have ever received from any SaaS vendor.,Praise,Praise,5,Normal
REQ-5845,Mid-Market,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped.,Churn Risk,Churn Risk,2,High
REQ-5846,SMB,Is it possible to set up custom roles and permissions for our team?,Product Question,Product Question,3,Normal
REQ-5847,SMB,Two-factor authentication is failing for three members of my team. Our entire team is affected.,Access Issue,Technical Bug,3,Medium
REQ-5848,SMB,The new dashboard update is exactly what we asked for. Thank you. Our entire team is affected.,Praise,Praise,5,Normal
REQ-5849,Mid-Market,Fastest support response I have ever received from any SaaS vendor. This is blocking our team.,Praise,Praise,5,Normal
REQ-5850,SMB,Your service caused us to miss a client deadline. We are seeking damages. This is urgent.,PR Risk,PR Risk,1,CRITICAL
REQ-5851,Mid-Market,We want to add 50 more seats to our current plan. Who should I talk to? ASAP please.,Sales,Sales,3,High
REQ-5852,SMB,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. This is our third time contacting support about this.,Churn Risk,Churn Risk,2,High
REQ-5853,SMB,Refunding this now or I am taking this to social media. Charged twice! This is blocking our team.,PR Risk,PR Risk,1,CRITICAL
REQ-5854,SMB,We are evaluating other vendors. Your pricing has become hard to justify. This is urgent.,Churn Risk,Churn Risk,2,High
REQ-5855,SMB,"The export function silently fails -- no error message, no file. Our entire team is affected.",Technical Bug,Technical Bug,3,Medium
REQ-5856,SMB,Two-factor authentication is failing for three members of my team.,Access Issue,Technical Bug,3,Medium
REQ-5857,SMB,Our legal team is reviewing our contract due to this ongoing service outage. This is urgent.,PR Risk,PR Risk,1,CRITICAL
REQ-5858,Mid-Market,I will be filing a formal complaint with the regulator if this is not addressed.,PR Risk,PR Risk,1,CRITICAL
REQ-5859,SMB,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. Our entire team is affected.,Churn Risk,Churn Risk,2,High
REQ-5860,Mid-Market,We have a budget approval for an annual contract. What are the next steps? Our entire team is affected.,Sales,Sales,3,High
REQ-5861,Mid-Market,Two-factor authentication is failing for three members of my team. We need this resolved today.,Access Issue,Technical Bug,3,Medium
REQ-5862,SMB,API returning 500 errors on every POST request since this morning. Our entire team is affected.,Technical Bug,Technical Bug,3,Medium
REQ-5863,SMB,We are evaluating other vendors. Your pricing has become hard to justify. This is blocking our team.,Churn Risk,Churn Risk,2,High
REQ-5864,SMB,The app crashed again while I was mid-presentation. Infuriating. This is urgent.,Technical Bug,Technical Bug,2,High
REQ-5865,SMB,We are evaluating other vendors. Your pricing has become hard to justify. Our entire team is affected.,Churn Risk,Churn Risk,2,High
REQ-5866,SMB,Your service caused us to miss a client deadline. We are seeking damages. This is our third time contacting support about this.,PR Risk,PR Risk,1,CRITICAL
REQ-5867,Mid-Market,The search function returns incorrect results for any query with special characters.,Technical Bug,Technical Bug,3,Medium
REQ-5868,SMB,SSO login is broken for our entire organization since the last update.,Technical Bug,Technical Bug,2,High
REQ-5869,Enterprise,Three of our team members have stopped using the platform entirely.,Churn Risk,Churn Risk,2,High
REQ-5870,SMB,Executive sponsor has left the company and the new one is re-evaluating all tools.,Churn Risk,Churn Risk,2,High
REQ-5871,SMB,Executive sponsor has left the company and the new one is re-evaluating all tools.,Churn Risk,Churn Risk,2,High
REQ-5872,SMB,Your onboarding specialist went above and beyond for our team. ASAP please.,Praise,Praise,5,Normal
REQ-5873,Mid-Market,Your onboarding specialist went above and beyond for our team. We need this resolved today.,Praise,Praise,5,Normal
REQ-5874,Enterprise,"The export function silently fails -- no error message, no file. Our entire team is affected.",Technical Bug,Technical Bug,3,Medium
REQ-5875,Enterprise,Our contract is up in 60 days and we are not sure we will renew.,Churn Risk,PR Risk,1,CRITICAL
REQ-5876,SMB,The search function returns incorrect results for any query with special characters. This is our third time contacting support about this.,Technical Bug,Technical Bug,2,High
REQ-5877,SMB,Can you walk us through the Enterprise security and compliance features? This is our third time contacting support about this.,Sales,Sales,3,High
REQ-5878,Mid-Market,Just wanted to say the support team is doing a phenomenal job. We need this resolved today.,Praise,Praise,5,Normal
REQ-5879,Mid-Market,New team member has not received the invitation email after 24 hours. ASAP please.,Access Issue,Access Issue,2,Medium
REQ-5880,Enterprise,Two-factor authentication is failing for three members of my team.,Access Issue,Technical Bug,3,Medium
REQ-5881,SMB,Does the platform support SAML-based SSO with Okta? We need this resolved today.,Product Question,Technical Bug,3,Medium
REQ-5882,Mid-Market,Our contract is up in 60 days and we are not sure we will renew. This is urgent.,Churn Risk,PR Risk,1,CRITICAL
REQ-5883,SMB,We have a budget approval for an annual contract. What are the next steps?,Sales,Sales,3,High
REQ-5884,SMB,Three of our team members have stopped using the platform entirely. We need this resolved today.,Churn Risk,Churn Risk,2,High
REQ-5885,Mid-Market,The app crashed again while I was mid-presentation. Infuriating. Our entire team is affected.,Technical Bug,Technical Bug,2,High
REQ-5886,Enterprise,Your service caused us to miss a client deadline. We are seeking damages.,PR Risk,PR Risk,1,CRITICAL
REQ-5887,SMB,Can I schedule automated reports to be sent to my team every Monday?,Product Question,Product Question,3,Normal
REQ-5888,Mid-Market,The password reset link expired before I could use it. Please resend. Our entire team is affected.,Access Issue,Access Issue,2,Medium
REQ-5889,Mid-Market,Is there a discount available for non-profit organizations?,Sales,Sales,3,High
REQ-5890,Mid-Market,I will be filing a formal complaint with the regulator if this is not addressed. This is urgent.,PR Risk,PR Risk,1,CRITICAL
REQ-5891,Mid-Market,We are ready to move from the Free plan to Enterprise. Please send a quote. ASAP please.,Sales,Sales,3,High
REQ-5892,Enterprise,I am posting a public review about this experience unless resolved today.,PR Risk,PR Risk,1,CRITICAL
REQ-5893,Enterprise,Can you walk us through the Enterprise security and compliance features? This is our third time contacting support about this.,Sales,Sales,3,High
REQ-5894,SMB,How do I export my data to a CSV? I cannot find the button. This is urgent.,Product Question,Product Question,3,Normal
REQ-5895,Mid-Market,Looking at competitors because your uptime has been terrible lately. We need this resolved today.,Churn Risk,Churn Risk,2,High
REQ-5896,Mid-Market,I cannot log in after your maintenance window ended. Account appears locked.,Access Issue,Access Issue,2,Medium
REQ-5897,SMB,Just wanted to say the support team is doing a phenomenal job. We need this resolved today.,Praise,Praise,5,Normal
REQ-5898,Mid-Market,Can you walk us through the Enterprise security and compliance features?,Sales,Sales,3,High
REQ-5899,SMB,The new dashboard update is exactly what we asked for. Thank you.,Praise,Praise,5,Normal
REQ-5900,SMB,Our legal team is reviewing our contract due to this ongoing service outage.,PR Risk,PR Risk,1,CRITICAL
REQ-5901,SMB,We have a budget approval for an annual contract. What are the next steps? This is urgent.,Sales,Sales,3,High
REQ-5902,SMB,The app crashed again while I was mid-presentation. Infuriating. This is our third time contacting support about this.,Technical Bug,Technical Bug,2,High
REQ-5903,Mid-Market,Does the platform support SAML-based SSO with Okta? We need this resolved today.,Product Question,Technical Bug,3,Medium
REQ-5904,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote.,Sales,Sales,3,High
REQ-5905,SMB,Is it possible to set up custom roles and permissions for our team? This is our third time contacting support about this.,Product Question,Product Question,3,Normal
REQ-5906,SMB,I am posting a public review about this experience unless resolved today. This is urgent.,PR Risk,PR Risk,1,CRITICAL
REQ-5907,Mid-Market,Executive sponsor has left the company and the new one is re-evaluating all tools. This is urgent.,Churn Risk,Churn Risk,2,High
REQ-5908,Mid-Market,API returning 500 errors on every POST request since this morning. We need this resolved today.,Technical Bug,Technical Bug,3,Medium
REQ-5909,SMB,Two-factor authentication is failing for three members of my team. ASAP please.,Access Issue,Technical Bug,3,Medium
REQ-5910,SMB,How do I export my data to a CSV? I cannot find the button.,Product Question,Product Question,3,Normal
REQ-5911,SMB,Can you walk us through the Enterprise security and compliance features? ASAP please.,Sales,Sales,3,High
REQ-5912,SMB,How do I export my data to a CSV? I cannot find the button. Our entire team is affected.,Product Question,Product Question,3,Normal
REQ-5913,SMB,Fastest support response I have ever received from any SaaS vendor. We need this resolved today.,Praise,Praise,5,Normal
REQ-5914,SMB,How do I export my data to a CSV? I cannot find the button. Our entire team is affected.,Product Question,Product Question,3,Normal
REQ-5915,SMB,Data is not syncing between the mobile app and the web dashboard. We need this resolved today.,Technical Bug,PR Risk,1,CRITICAL
REQ-5916,SMB,Your service caused us to miss a client deadline. We are seeking damages.,PR Risk,PR Risk,1,CRITICAL
REQ-5917,SMB,New team member has not received the invitation email after 24 hours. ASAP please.,Access Issue,Access Issue,2,Medium
REQ-5918,SMB,SSO login is broken for our entire organization since the last update.,Technical Bug,Technical Bug,2,High
REQ-5919,Enterprise,What is the maximum file size for document uploads?,Product Question,Product Question,3,Normal
REQ-5920,SMB,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped.,Churn Risk,Churn Risk,2,High
REQ-5921,SMB,Can you walk us through the Enterprise security and compliance features?,Sales,Sales,3,High
REQ-5922,Mid-Market,We are ready to move from the Free plan to Enterprise. Please send a quote.,Sales,Sales,3,High
REQ-5923,Mid-Market,Three of our team members have stopped using the platform entirely.,Churn Risk,Churn Risk,2,High
REQ-5924,SMB,I think I found a security vulnerability in your login portal. This is our third time contacting support about this.,Technical Bug,Technical Bug,2,High
REQ-5925,SMB,Three of our team members have stopped using the platform entirely. This is urgent.,Churn Risk,Churn Risk,2,High
REQ-5926,SMB,The app crashed again while I was mid-presentation. Infuriating.,Technical Bug,Technical Bug,2,High
REQ-5927,Mid-Market,Your onboarding specialist went above and beyond for our team. ASAP please.,Praise,Praise,5,Normal
REQ-5928,Mid-Market,How do I export my data to a CSV? I cannot find the button. ASAP please.,Product Question,Product Question,3,Normal
REQ-5929,Mid-Market,New team member has not received the invitation email after 24 hours. ASAP please.,Access Issue,Access Issue,2,Medium
REQ-5930,SMB,What is the maximum file size for document uploads? This is blocking our team.,Product Question,Product Question,3,Normal
REQ-5931,Mid-Market,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped.,Churn Risk,Churn Risk,2,High
REQ-5932,Mid-Market,We are ready to move from the Free plan to Enterprise. Please send a quote.,Sales,Sales,3,High
REQ-5933,Enterprise,SSO login is broken for our entire organization since the last update. Our entire team is affected.,Technical Bug,Technical Bug,2,High
REQ-5934,SMB,The password reset link expired before I could use it. Please resend.,Access Issue,Access Issue,2,Medium
REQ-5935,Mid-Market,What is the maximum file size for document uploads? Our entire team is affected.,Product Question,Product Question,3,Normal
REQ-5936,SMB,Is it possible to set up custom roles and permissions for our team?,Product Question,Product Question,3,Normal
REQ-5937,Mid-Market,Just wanted to say the support team is doing a phenomenal job.,Praise,Praise,5,Normal
REQ-5938,SMB,Webhook events stopped firing three hours ago. Our automation is down. This is blocking our team.,Technical Bug,Technical Bug,2,High
REQ-5939,SMB,Webhook events stopped firing three hours ago. Our automation is down.,Technical Bug,Technical Bug,2,High
REQ-5940,Mid-Market,Does the platform support SAML-based SSO with Okta?,Product Question,Technical Bug,3,Medium
REQ-5941,Mid-Market,What is the maximum file size for document uploads?,Product Question,Product Question,3,Normal
REQ-5942,SMB,Just wanted to say the support team is doing a phenomenal job. This is urgent.,Praise,Praise,5,Normal
REQ-5943,Mid-Market,New team member has not received the invitation email after 24 hours. This is our third time contacting support about this.,Access Issue,Access Issue,2,Medium
REQ-5944,Mid-Market,I am posting a public review about this experience unless resolved today.,PR Risk,PR Risk,1,CRITICAL
REQ-5945,Mid-Market,How do I export my data to a CSV? I cannot find the button. This is urgent.,Product Question,Product Question,3,Normal
REQ-5946,Enterprise,The search function returns incorrect results for any query with special characters. This is blocking our team.,Technical Bug,Technical Bug,3,Medium
REQ-5947,SMB,I am posting a public review about this experience unless resolved today.,PR Risk,PR Risk,1,CRITICAL
REQ-5948,Enterprise,I will be filing a formal complaint with the regulator if this is not addressed.,PR Risk,PR Risk,1,CRITICAL
REQ-5949,SMB,My CEO is cc'd on this email. We need an executive response today. We need this resolved today.,PR Risk,PR Risk,1,CRITICAL
REQ-5950,Enterprise,The new dashboard update is exactly what we asked for. Thank you. This is our third time contacting support about this.,Praise,Praise,5,Normal
REQ-5951,SMB,Fastest support response I have ever received from any SaaS vendor. Our entire team is affected.,Praise,Praise,5,Normal
REQ-5952,Mid-Market,I think I found a security vulnerability in your login portal. We need this resolved today.,Technical Bug,Technical Bug,3,Medium
REQ-5953,SMB,This is the third billing error this quarter. I am escalating to my board.,PR Risk,PR Risk,1,CRITICAL
REQ-5954,Mid-Market,We are evaluating other vendors. Your pricing has become hard to justify.,Churn Risk,Churn Risk,2,High
REQ-5955,SMB,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. This is blocking our team.,Churn Risk,Churn Risk,2,High
REQ-5956,Enterprise,We are evaluating other vendors. Your pricing has become hard to justify.,Churn Risk,Churn Risk,2,High
REQ-5957,Enterprise,We have documented every outage and are preparing a case against your SLA. ASAP please.,PR Risk,General,3,Normal
REQ-5958,Enterprise,We have a budget approval for an annual contract. What are the next steps?,Sales,Sales,3,High
REQ-5959,SMB,I think I found a security vulnerability in your login portal. ASAP please.,Technical Bug,Technical Bug,3,Medium
REQ-5960,Mid-Market,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. We need this resolved today.,Churn Risk,Churn Risk,2,High
REQ-5961,SMB,Can you walk us through the Enterprise security and compliance features?,Sales,Sales,3,High
REQ-5962,SMB,We are evaluating other vendors. Your pricing has become hard to justify. Our entire team is affected.,Churn Risk,Churn Risk,2,High
REQ-5963,SMB,Your service caused us to miss a client deadline. We are seeking damages. This is urgent.,PR Risk,PR Risk,1,CRITICAL
REQ-5964,Mid-Market,We are evaluating other vendors. Your pricing has become hard to justify. This is our third time contacting support about this.,Churn Risk,Churn Risk,2,High
REQ-5965,Mid-Market,What is the maximum file size for document uploads? This is our third time contacting support about this.,Product Question,Product Question,3,Normal
REQ-5966,Mid-Market,I will be filing a formal complaint with the regulator if this is not addressed.,PR Risk,PR Risk,1,CRITICAL
REQ-5967,Mid-Market,We are ready to move from the Free plan to Enterprise. Please send a quote. This is urgent.,Sales,Sales,3,High
REQ-5968,Enterprise,Can you walk us through the Enterprise security and compliance features? We need this resolved today.,Sales,Sales,3,High
REQ-5969,SMB,Data is not syncing between the mobile app and the web dashboard.,Technical Bug,PR Risk,1,CRITICAL
REQ-5970,Mid-Market,Our contract is up in 60 days and we are not sure we will renew. This is our third time contacting support about this.,Churn Risk,PR Risk,1,CRITICAL
REQ-5971,Enterprise,I think I found a security vulnerability in your login portal.,Technical Bug,Technical Bug,3,Medium
REQ-5972,SMB,Executive sponsor has left the company and the new one is re-evaluating all tools.,Churn Risk,Churn Risk,2,High
REQ-5973,SMB,Does the platform support SAML-based SSO with Okta?,Product Question,Technical Bug,3,Medium
REQ-5974,Mid-Market,API returning 500 errors on every POST request since this morning.,Technical Bug,Technical Bug,3,Medium
REQ-5975,Enterprise,How do I export my data to a CSV? I cannot find the button. We need this resolved today.,Product Question,Product Question,3,Normal
REQ-5976,SMB,I think I found a security vulnerability in your login portal. This is blocking our team.,Technical Bug,Technical Bug,3,Medium
REQ-5977,Mid-Market,We are evaluating other vendors. Your pricing has become hard to justify. This is urgent.,Churn Risk,Churn Risk,2,High
REQ-5978,SMB,Looking at competitors because your uptime has been terrible lately. This is urgent.,Churn Risk,Churn Risk,2,High
REQ-5979,SMB,API returning 500 errors on every POST request since this morning.,Technical Bug,Technical Bug,3,Medium
REQ-5980,SMB,Three of our team members have stopped using the platform entirely. We need this resolved today.,Churn Risk,Churn Risk,2,High
REQ-5981,SMB,I will be filing a formal complaint with the regulator if this is not addressed. This is urgent.,PR Risk,PR Risk,1,CRITICAL
REQ-5982,SMB,Can I schedule automated reports to be sent to my team every Monday? This is urgent.,Product Question,Product Question,3,Normal
REQ-5983,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down.,Technical Bug,Technical Bug,2,High
REQ-5984,Mid-Market,Refunding this now or I am taking this to social media. Charged twice!,PR Risk,PR Risk,1,CRITICAL
REQ-5985,Mid-Market,My CEO is cc'd on this email. We need an executive response today. Our entire team is affected.,PR Risk,PR Risk,1,CRITICAL
REQ-5986,SMB,Can I schedule automated reports to be sent to my team every Monday? This is urgent.,Product Question,Product Question,3,Normal
REQ-5987,SMB,I will be filing a formal complaint with the regulator if this is not addressed. This is urgent.,PR Risk,PR Risk,1,CRITICAL
