ticket_id,customer_tier,raw_text,actual_category
REQ-5934,SMB,The password reset link expired before I could use it. Please resend.,Access Issue
REQ-5935,Mid-Market,What is the maximum file size for document uploads? Our entire team is affected.,Product Question
REQ-5936,SMB,Is it possible to set up custom roles and permissions for our team?,Product Question
REQ-5937,Mid-Market,Just wanted to say the support team is doing a phenomenal job.,Praise
REQ-5938,SMB,Webhook events stopped firing three hours ago. Our automation is down. This is blocking our team.,Technical Bug
REQ-5939,SMB,Webhook events stopped firing three hours ago. Our automation is down.,Technical Bug
REQ-5940,Mid-Market,Does the platform support SAML-based SSO with Okta?,Product Question
REQ-5941,Mid-Market,What is the maximum file size for document uploads?,Product Question
REQ-5942,SMB,Just wanted to say the support team is doing a phenomenal job. This is urgent.,Praise
REQ-5943,Mid-Market,New team member has not received the invitation email after 24 hours. This is our third time contacting support about this.,Access Issue
REQ-5944,Mid-Market,I am posting a public review about this experience unless resolved today.,PR Risk
REQ-5945,Mid-Market,How do I export my data to a CSV? I cannot find the button. This is urgent.,Product Question
REQ-5946,Enterprise,The search function returns incorrect results for any query with special characters. This is blocking our team.,Technical Bug
REQ-5947,SMB,I am posting a public review about this experience unless resolved today.,PR Risk
REQ-5948,Enterprise,I will be filing a formal complaint with the regulator if this is not addressed.,PR Risk
REQ-5949,SMB,My CEO is cc'd on this email. We need an executive response today. We need this resolved today.,PR Risk
REQ-5950,Enterprise,The new dashboard update is exactly what we asked for. Thank you. This is our third time contacting support about this.,Praise
REQ-5951,SMB,Fastest support response I have ever received from any SaaS vendor. Our entire team is affected.,Praise
REQ-5952,Mid-Market,I think I found a security vulnerability in your login portal. We need this resolved today.,Technical Bug
REQ-5953,SMB,This is the third billing error this quarter. I am escalating to my board.,PR Risk
REQ-5954,Mid-Market,We are evaluating other vendors. Your pricing has become hard to justify.,Churn Risk
REQ-5955,SMB,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. This is blocking our team.,Churn Risk
REQ-5956,Enterprise,We are evaluating other vendors. Your pricing has become hard to justify.,Churn Risk
REQ-5957,Enterprise,We have documented every outage and are preparing a case against your SLA. ASAP please.,PR Risk
REQ-5958,Enterprise,We have a budget approval for an annual contract. What are the next steps?,Sales
REQ-5959,SMB,I think I found a security vulnerability in your login portal. ASAP please.,Technical Bug
REQ-5960,Mid-Market,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. We need this resolved today.,Churn Risk
REQ-5961,SMB,Can you walk us through the Enterprise security and compliance features?,Sales
REQ-5962,SMB,We are evaluating other vendors. Your pricing has become hard to justify. Our entire team is affected.,Churn Risk
REQ-5963,SMB,Your service caused us to miss a client deadline. We are seeking damages. This is urgent.,PR Risk
REQ-5964,Mid-Market,We are evaluating other vendors. Your pricing has become hard to justify. This is our third time contacting support about this.,Churn Risk
REQ-5965,Mid-Market,What is the maximum file size for document uploads? This is our third time contacting support about this.,Product Question
REQ-5966,Mid-Market,I will be filing a formal complaint with the regulator if this is not addressed.,PR Risk
REQ-5967,Mid-Market,We are ready to move from the Free plan to Enterprise. Please send a quote. This is urgent.,Sales
REQ-5968,Enterprise,Can you walk us through the Enterprise security and compliance features? We need this resolved today.,Sales
REQ-5969,SMB,Data is not syncing between the mobile app and the web dashboard.,Technical Bug
REQ-5970,Mid-Market,Our contract is up in 60 days and we are not sure we will renew. This is our third time contacting support about this.,Churn Risk
REQ-5971,Enterprise,I think I found a security vulnerability in your login portal.,Technical Bug
REQ-5972,SMB,Executive sponsor has left the company and the new one is re-evaluating all tools.,Churn Risk
REQ-5973,SMB,Does the platform support SAML-based SSO with Okta?,Product Question
REQ-5974,Mid-Market,API returning 500 errors on every POST request since this morning.,Technical Bug
REQ-5975,Enterprise,How do I export my data to a CSV? I cannot find the button. We need this resolved today.,Product Question
REQ-5976,SMB,I think I found a security vulnerability in your login portal. This is blocking our team.,Technical Bug
REQ-5977,Mid-Market,We are evaluating other vendors. Your pricing has become hard to justify. This is urgent.,Churn Risk
REQ-5978,SMB,Looking at competitors because your uptime has been terrible lately. This is urgent.,Churn Risk
REQ-5979,SMB,API returning 500 errors on every POST request since this morning.,Technical Bug
REQ-5980,SMB,Three of our team members have stopped using the platform entirely. We need this resolved today.,Churn Risk
REQ-5981,SMB,I will be filing a formal complaint with the regulator if this is not addressed. This is urgent.,PR Risk
REQ-5982,SMB,Can I schedule automated reports to be sent to my team every Monday? This is urgent.,Product Question
REQ-5983,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down.,Technical Bug
REQ-5984,Mid-Market,Refunding this now or I am taking this to social media. Charged twice!,PR Risk
REQ-5985,Mid-Market,My CEO is cc'd on this email. We need an executive response today. Our entire team is affected.,PR Risk
REQ-5986,SMB,Can I schedule automated reports to be sent to my team every Monday? This is urgent.,Product Question
REQ-5987,SMB,I will be filing a formal complaint with the regulator if this is not addressed. This is urgent.,PR Risk
REQ-5988,SMB,Is there a discount available for non-profit organizations? This is blocking our team.,Sales
REQ-5989,SMB,I think I found a security vulnerability in your login portal. ASAP please.,Technical Bug
REQ-5990,Mid-Market,Just wanted to say the support team is doing a phenomenal job.,Praise
REQ-5991,SMB,API returning 500 errors on every POST request since this morning.,Technical Bug
REQ-5992,Enterprise,Data is not syncing between the mobile app and the web dashboard. ASAP please.,Technical Bug
REQ-5993,Enterprise,Fastest support response I have ever received from any SaaS vendor.,Praise
REQ-5994,SMB,I will be filing a formal complaint with the regulator if this is not addressed. This is urgent.,PR Risk
REQ-5995,Mid-Market,My CEO is cc'd on this email. We need an executive response today.,PR Risk
REQ-5996,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote. Our entire team is affected.,Sales
REQ-5997,SMB,I think I found a security vulnerability in your login portal. We need this resolved today.,Technical Bug
REQ-5998,Mid-Market,I will be filing a formal complaint with the regulator if this is not addressed. We need this resolved today.,PR Risk
REQ-5999,SMB,Your onboarding specialist went above and beyond for our team.,Praise
